legacy_file,legacy_url,classification,title,h1,template_family,database_dependency,proposed_wordpress_type,preserve_url,migration_priority,notes,related_product_ids,classification_confidence,evidence
lan-7-sistema-de-mando-de-proximidad-de-tarjetas-con-tecnologia-transponder.php,https://puertasyserviciosindustriales.com/lan-7-sistema-de-mando-de-proximidad-de-tarjetas-con-tecnologia-transponder.php,PRODUCT_PAGE,PSI | Puertas y Servicios Industriales,Productos Marca BFT,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,Producto/familia solo en PHP; no hay correspondencia SQL fuerte; MUST preserve content,,STRONG_INFERENCE,page-source-evidence.json:lan-7-sistema-de-mando-de-proximidad-de-tarjetas-con-tecnologia-transponder.php
lift-master-mod-h.php,https://puertasyserviciosindustriales.com/lift-master-mod-h.php,PRODUCT_PAGE,Lift Master Mod H | Blue Giant | Marcas ,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,Hay paginas equivalentes candidatas; sin fusion ni redirect,43|81,STRONG_INFERENCE,page-source-evidence.json:lift-master-mod-h.php
lift-master.php,https://puertasyserviciosindustriales.com/lift-master.php,BRAND_PAGE,LiftMaster | Marcas ,Marcas,listado-marca,No detected in own source/direct includes; content hardcoded,BRAND_CONTENT,YES,HIGH,,,CONFIRMED,page-source-evidence.json:lift-master.php
liftmaster-modh.php,https://puertasyserviciosindustriales.com/liftmaster-modh.php,PRODUCT_PAGE,PSI | Puertas y Servicios Industriales,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,43|81,STRONG_INFERENCE,page-source-evidence.json:liftmaster-modh.php
light-communication-system-lcs.php,https://puertasyserviciosindustriales.com/light-communication-system-lcs.php,PRODUCT_PAGE,PSI | Puertas y Servicios Industriales,Semaforos y señalizaciones para anden,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,Producto/familia solo en PHP; no hay correspondencia SQL fuerte; MUST preserve content,,STRONG_INFERENCE,page-source-evidence.json:light-communication-system-lcs.php
links-menu-marcas.php,https://puertasyserviciosindustriales.com/links-menu-marcas.php,LEGACY_INTERNAL,,,fragment/processor,No detected in own source/direct includes; content hardcoded,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,,,CONFIRMED,page-source-evidence.json:links-menu-marcas.php
links-menu-marcasv1.php,https://puertasyserviciosindustriales.com/links-menu-marcasv1.php,LEGACY_INTERNAL,,,fragment/processor,links-menu-marcasv1.php,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,,,CONFIRMED,page-source-evidence.json:links-menu-marcasv1.php
links-menu.php,https://puertasyserviciosindustriales.com/links-menu.php,LEGACY_INTERNAL,,,fragment/processor,No detected in own source/direct includes; content hardcoded,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,,,CONFIRMED,page-source-evidence.json:links-menu.php
links-menuv1.php,https://puertasyserviciosindustriales.com/links-menuv1.php,LEGACY_INTERNAL,,,fragment/processor,links-menuv1.php,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,,,CONFIRMED,page-source-evidence.json:links-menuv1.php
lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,https://puertasyserviciosindustriales.com/lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,PRODUCT_PAGE,LUX 2B y Lux GV Piston hidraulico para puerta abatible | BFT | Marcas ,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,48|79|112,STRONG_INFERENCE,page-source-evidence.json:lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php
luxo-robusto-e-incansable-para-servicios-intensivos-para-hojas-de-hasta-5-m.php,https://puertasyserviciosindustriales.com/luxo-robusto-e-incansable-para-servicios-intensivos-para-hojas-de-hasta-5-m.php,PRODUCT_PAGE,PSI | Puertas y Servicios Industriales,"PWR Robusto e incansable, para servicios intensivos, para hojas de hasta 5 mts",detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,Producto/familia solo en PHP; no hay correspondencia SQL fuerte; MUST preserve content,,STRONG_INFERENCE,page-source-evidence.json:luxo-robusto-e-incansable-para-servicios-intensivos-para-hojas-de-hasta-5-m.php
magic-fuerza-del-operador.php,https://puertasyserviciosindustriales.com/magic-fuerza-del-operador.php,PRODUCT_PAGE,PSI | Puertas y Servicios Industriales,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,Producto/familia solo en PHP; no hay correspondencia SQL fuerte; MUST preserve content,,STRONG_INFERENCE,page-source-evidence.json:magic-fuerza-del-operador.php
marcas.php,https://puertasyserviciosindustriales.com/marcas.php,CATEGORY_PAGE,PSI | Puertas y Servicios Industriales,Soluciones,marcas-estaticas,No detected in own source/direct includes; content hardcoded,NAVIGATION_CONTENT,YES,HIGH,"Directorio de marcas; CATEGORY_PAGE es contenedor segun vocabulario solicitado, no categoria tecnica",,CONFIRMED,page-source-evidence.json:marcas.php
marcasv1.php,https://puertasyserviciosindustriales.com/marcasv1.php,CATEGORY_PAGE,PSI | Puertas y Servicios Industriales,Soluciones,marcas-dinamicas,marcasv1.php|headerv1.php,NAVIGATION_CONTENT,YES,HIGH,"Directorio de marcas; CATEGORY_PAGE es contenedor segun vocabulario solicitado, no categoria tecnica",,CONFIRMED,page-source-evidence.json:marcasv1.php
menu-marcas.php,https://puertasyserviciosindustriales.com/menu-marcas.php,LEGACY_INTERNAL,,,fragment/processor,No detected in own source/direct includes; content hardcoded,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,,,CONFIRMED,page-source-evidence.json:menu-marcas.php
menu-marcasv1.php,https://puertasyserviciosindustriales.com/menu-marcasv1.php,LEGACY_INTERNAL,,,fragment/processor,links-menu-marcasv1.php,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,,,CONFIRMED,page-source-evidence.json:menu-marcasv1.php
menu-seccionales.php,https://puertasyserviciosindustriales.com/menu-seccionales.php,LEGACY_INTERNAL,,,fragment/processor,No detected in own source/direct includes; content hardcoded,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,,,CONFIRMED,page-source-evidence.json:menu-seccionales.php
menu-soluciones.php,https://puertasyserviciosindustriales.com/menu-soluciones.php,LEGACY_INTERNAL,,,fragment/processor,No detected in own source/direct includes; content hardcoded,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,,,CONFIRMED,page-source-evidence.json:menu-soluciones.php
menu-solucionesv1.php,https://puertasyserviciosindustriales.com/menu-solucionesv1.php,LEGACY_INTERNAL,,,fragment/processor,links-menuv1.php,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,,,CONFIRMED,page-source-evidence.json:menu-solucionesv1.php
nosotros.php,https://puertasyserviciosindustriales.com/nosotros.php,INSTITUTIONAL_PAGE,Nosotros | Quiénes somos ,Nosotros,nosotros,headerv1.php,EDITORIAL_CONTENT,YES,HIGH,,,CONFIRMED,page-source-evidence.json:nosotros.php
operador-comercial-rhx.php,https://puertasyserviciosindustriales.com/operador-comercial-rhx.php,PRODUCT_PAGE,Operador comercial RHX | Overhead Door | Marcas ,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,12|82,STRONG_INFERENCE,page-source-evidence.json:operador-comercial-rhx.php
operador-para-cortina-enrrollable-rsx.php,https://puertasyserviciosindustriales.com/operador-para-cortina-enrrollable-rsx.php,PRODUCT_PAGE,Operador para cortina enrrollable RSX | Overhead Door | Marcas ,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,86,STRONG_INFERENCE,page-source-evidence.json:operador-para-cortina-enrrollable-rsx.php
operador-para-perfilados-comerciales-jst.php,https://puertasyserviciosindustriales.com/operador-para-perfilados-comerciales-jst.php,PRODUCT_PAGE,Operador de puerta comercial RHX ® | Overhead Door | Marcas ,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,77,STRONG_INFERENCE,page-source-evidence.json:operador-para-perfilados-comerciales-jst.php
operador-para-perfilados-comerciales-sel.php,https://puertasyserviciosindustriales.com/operador-para-perfilados-comerciales-sel.php,PRODUCT_PAGE,Operador de puerta comercial RMX ® | Overhead Door | Marcas ,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,78|84,STRONG_INFERENCE,page-source-evidence.json:operador-para-perfilados-comerciales-sel.php
operadores-para-puerta-abatible.php,https://puertasyserviciosindustriales.com/operadores-para-puerta-abatible.php,CATEGORY_PAGE,Operadores para puertas corredizas residenciales | Operadores para puerta abatible ,Soluciones,listado-estatico,No detected in own source/direct includes; content hardcoded,NAVIGATION_CONTENT,YES,HIGH,,,CONFIRMED,page-source-evidence.json:operadores-para-puerta-abatible.php
operadores-para-puerta-corrediza-industrial.php,https://puertasyserviciosindustriales.com/operadores-para-puerta-corrediza-industrial.php,CATEGORY_PAGE,Operadores para puertas corredizas industriales | Soluciones ,Soluciones,listado-estatico,No detected in own source/direct includes; content hardcoded,NAVIGATION_CONTENT,YES,HIGH,,,CONFIRMED,page-source-evidence.json:operadores-para-puerta-corrediza-industrial.php
operadores-para-puertas-ascendentes.php,https://puertasyserviciosindustriales.com/operadores-para-puertas-ascendentes.php,CATEGORY_PAGE,Operadores para puertas automáticas ascendentes residenciales | Operadores para puertas ascendentes ,Soluciones Residenciales,listado-estatico,No detected in own source/direct includes; content hardcoded,NAVIGATION_CONTENT,YES,HIGH,,,CONFIRMED,page-source-evidence.json:operadores-para-puertas-ascendentes.php
operadores-para-puertas-corredizas-residenciales.php,https://puertasyserviciosindustriales.com/operadores-para-puertas-corredizas-residenciales.php,CATEGORY_PAGE,Operadores para puertas corredizas residenciales | Operadores para puerta corrediza ,Soluciones,listado-estatico,No detected in own source/direct includes; content hardcoded,NAVIGATION_CONTENT,YES,HIGH,,,CONFIRMED,page-source-evidence.json:operadores-para-puertas-corredizas-residenciales.php
operadores-para-puertas-de-mostrador-cdo.php,https://puertasyserviciosindustriales.com/operadores-para-puertas-de-mostrador-cdo.php,PRODUCT_PAGE,Operador de puerta comercial CDX ® | Overhead Door | Marcas ,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,85,STRONG_INFERENCE,page-source-evidence.json:operadores-para-puertas-de-mostrador-cdo.php
operadores-puerta-abatible-industrial.php,https://puertasyserviciosindustriales.com/operadores-puerta-abatible-industrial.php,CATEGORY_PAGE,Operadores para puertas corredizas industriales | Soluciones ,Soluciones,listado-estatico,No detected in own source/direct includes; content hardcoded,NAVIGATION_CONTENT,YES,HIGH,,,CONFIRMED,page-source-evidence.json:operadores-puerta-abatible-industrial.php
operadores-puerta-abatible.php,https://puertasyserviciosindustriales.com/operadores-puerta-abatible.php,SEO_LANDING,Operadores para puertas abatibles | Overhead Door | Marcas ,Soluciones Residenciales,detalle-estatico,No detected in own source/direct includes; content hardcoded,EDITORIAL_CONTENT,YES,HIGH,"Contenido compuesto/de gama; finalidad SEO es inferencia editorial, no dato SQL",,STRONG_INFERENCE,page-source-evidence.json:operadores-puerta-abatible.php
operadores-puerta-corrediza-residencial.php,https://puertasyserviciosindustriales.com/operadores-puerta-corrediza-residencial.php,SEO_LANDING,Operadores para puertas corredizas residenciales | Overhead Door | Marcas ,Soluciones Residenciales,detalle-estatico,No detected in own source/direct includes; content hardcoded,EDITORIAL_CONTENT,YES,HIGH,"Contenido compuesto/de gama; finalidad SEO es inferencia editorial, no dato SQL",,STRONG_INFERENCE,page-source-evidence.json:operadores-puerta-corrediza-residencial.php
operadores-puertas-ascendentes.php,https://puertasyserviciosindustriales.com/operadores-puertas-ascendentes.php,SEO_LANDING,Operadores para puertas automáticas ascendentes | Overhead Door | Marcas ,Soluciones Residenciales,detalle-estatico,No detected in own source/direct includes; content hardcoded,EDITORIAL_CONTENT,YES,HIGH,"Contenido compuesto/de gama; finalidad SEO es inferencia editorial, no dato SQL",,STRONG_INFERENCE,page-source-evidence.json:operadores-puertas-ascendentes.php
operadores-puertas-seccionales-cortinas.php,https://puertasyserviciosindustriales.com/operadores-puertas-seccionales-cortinas.php,CATEGORY_PAGE,Operadores para puertas automáticas seccionales y cortinas | Soluciones ,Soluciones,listado-estatico,No detected in own source/direct includes; content hardcoded,NAVIGATION_CONTENT,YES,HIGH,,,CONFIRMED,page-source-evidence.json:operadores-puertas-seccionales-cortinas.php
overhead-door.php,https://puertasyserviciosindustriales.com/overhead-door.php,BRAND_PAGE,Overhead Door | Marcas ,Marcas,listado-marca,No detected in own source/direct includes; content hardcoded,BRAND_CONTENT,YES,HIGH,,,CONFIRMED,page-source-evidence.json:overhead-door.php
p45-7-piston-hidraulico-para-puerta-abatible.php,https://puertasyserviciosindustriales.com/p45-7-piston-hidraulico-para-puerta-abatible.php,PRODUCT_PAGE,"P4,5-7 Piston Hidraulico para puerta abatible | BFT | Marcas ",Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,47|80|113,STRONG_INFERENCE,page-source-evidence.json:p45-7-piston-hidraulico-para-puerta-abatible.php
pas-sensores-volumetricos.php,https://puertasyserviciosindustriales.com/pas-sensores-volumetricos.php,PRODUCT_PAGE,PSI | Puertas y Servicios Industriales,Productos Marca BFT,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,Producto/familia solo en PHP; no hay correspondencia SQL fuerte; MUST preserve content,,STRONG_INFERENCE,page-source-evidence.json:pas-sensores-volumetricos.php
phobos-n-piston-electromecanico.php,https://puertasyserviciosindustriales.com/phobos-n-piston-electromecanico.php,PRODUCT_PAGE,PHOBOS N Piston Electromecanico | BFT | Marcas ,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,46|111,STRONG_INFERENCE,page-source-evidence.json:phobos-n-piston-electromecanico.php
politica-privacidad.php,https://puertasyserviciosindustriales.com/politica-privacidad.php,INSTITUTIONAL_PAGE,PSI | Puertas y Servicios Industriales,,politica-privacidad,No detected in own source/direct includes; content hardcoded,EDITORIAL_CONTENT,YES,HIGH,,,CONFIRMED,page-source-evidence.json:politica-privacidad.php
predadoor-nxt-door.php,https://puertasyserviciosindustriales.com/predadoor-nxt-door.php,PRODUCT_PAGE,PredaDoor® NXT® Door | Rytec | Marcas ,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,37|102,STRONG_INFERENCE,page-source-evidence.json:predadoor-nxt-door.php
productos.php,https://puertasyserviciosindustriales.com/productos.php,UTILITY,,,controlador-productos,productos.php|system/common.php,REVIEW_INTERNAL_FUNCTION,YES,REVIEW,,,CONFIRMED,page-source-evidence.json:productos.php
puert-seccional-de-acero-sin-aislamiento-430-uso-medio.php,https://puertasyserviciosindustriales.com/puert-seccional-de-acero-sin-aislamiento-430-uso-medio.php,PRODUCT_PAGE,Puerta seccional de acero sin aislamiento 430 (uso medio) | Overhead Door | Marcas ,Puertas seccionales de acero,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,66,STRONG_INFERENCE,page-source-evidence.json:puert-seccional-de-acero-sin-aislamiento-430-uso-medio.php
puerta-contra-explosion.php,https://puertasyserviciosindustriales.com/puerta-contra-explosion.php,PRODUCT_PAGE,Puerta contra explosion | Doorlock | Marcas ,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,26|117,STRONG_INFERENCE,page-source-evidence.json:puerta-contra-explosion.php
puerta-contra-incendio.php,https://puertasyserviciosindustriales.com/puerta-contra-incendio.php,CATEGORY_PAGE,Puertas contra incendios | PUERTAS PEATONALES ,PUERTAS PEATONALES,listado-estatico,No detected in own source/direct includes; content hardcoded,NAVIGATION_CONTENT,YES,HIGH,,,CONFIRMED,page-source-evidence.json:puerta-contra-incendio.php
puerta-de-acero-acanalado-modelos-524.php,https://puertasyserviciosindustriales.com/puerta-de-acero-acanalado-modelos-524.php,PRODUCT_PAGE,"Puerta de acero acanalado modelos 524, 524V, 524S | Clopay | Marcas ",Soluciones Residenciales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,Hay paginas equivalentes candidatas; sin fusion ni redirect,18|58,STRONG_INFERENCE,page-source-evidence.json:puerta-de-acero-acanalado-modelos-524.php
puerta-de-acero-acanalado.php,https://puertasyserviciosindustriales.com/puerta-de-acero-acanalado.php,PRODUCT_PAGE,PSI | Puertas y Servicios Industriales,Soluciones Residenciales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,18|58,STRONG_INFERENCE,page-source-evidence.json:puerta-de-acero-acanalado.php
puerta-estandar-reforzada.php,https://puertasyserviciosindustriales.com/puerta-estandar-reforzada.php,PRODUCT_PAGE,Puerta estándar reforzada | Doorlock | Marcas ,Soluciones Industriales,detalle-estatico,No detected in own source/direct includes; content hardcoded,PRODUCT_CONTENT_CANDIDATE,YES,HIGH,,32|120|132,STRONG_INFERENCE,page-source-evidence.json:puerta-estandar-reforzada.php
